cartodb_id,suburb,responsible_authority,rest_area_number,rest_area_name,description,construction_date,site_status,latitude,longitude,lga,region,distance_from,road_name,road_number,link_no,carriageway_code,ne_unique,carriageway_configuration,side_of_road,category,vehicle_type,separated_parking_areas_light_heavy,light_vehicle_parking_capacity,light_vehicles_parking_type,heavy_vehicle_parking_capacity,heavy_vehicles_parking_type,entry_taper,exit_taper,shade,sign_non_potable,power_outlets,playground,litter_bins,emergency_phones,accessible,access_direction,lighting,tree_shading,tourist_information,sports_ground,shelter,bbq,picnic_table,toilets,baby_change_facilities,lookout,caravan_disposal,power_supply,driver_reviver,food_available,fuel_available,boat_ramp,pets_allowed,water_supply_type,access_direction_cardinal,guid,last_updated,_ds_write_method,disabled_toilet
612,ABERDARE,Council,1728,Turner Park,,,Open,-32.8413,151.36496,CESSNOCK,North,35.61km from Toronto,ABERDARE RD,220,140,A,"0000220,0140,A1",Physical Seperation,Left,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,,TRUE,,,Both,,,,,TRUE,,TRUE,10,,,,,,,,,,,Both Directions,,20250826,,
219,YARROWFORD,Council,1091,Heritage Park,,,,-29.66293,151.77645,GLEN INNES SEVERN,North,9km North of Glen Innes,NEW ENGLAND HIGHWAY,9,1400,A,"0000009,1400,A1",,Left,Informal Light Rest Areas,Light Vehicle Only,,,,,,,,,,,,TRUE,,,Both,,,,,,TRUE,TRUE,1,,,,,,,,,,,Both Directions,,20250826,,
89,SANDY GULLY,Transport for NSW,422,Darlow Rest Area,,,,-35.3122,148.02769,SNOWY VALLEYS,South,24km from Tumut and  77km to Wagga Wagga,SNOWY MOUNTAINS HIGHWAY,4,621,A,"0000004,0621,A1",Main Carriageway,Right,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,,TRUE,,,Both,,,,,,,TRUE,0,,,,,,,,,,,Both Directions,,20250826,,
207,KOOTINGAL,Council,1968,Federation Park - Kootingal,,,,-31.0441,151.056,TAMWORTH REGIONAL,North,17.2km North of Tamworth,NEW ENGLAND HIGHWAY,9,1000,A,"0000009,1000,A1",,Right,Informal Light Rest Areas,Light Vehicle Only,,,,,,,,,,,,,,,Both,,,,,,,TRUE,0,,,,,,,,,,,Both Directions,,20250826,,
507,BREWARRINA,Transport for NSW,642,Aerodrome Rest Area,,,,-29.958,146.79741,BREWARRINA,West,6.4km West of Brewarrina,KAMILAROI HIGHWAY,29,730,A,"0000029,0730,A2",,Right,Class 5 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Counter,,,,,,,,0,,,,,,,,,,,Both Directions,,20250826,,
14,NARRABARBA,Transport for NSW,3002,Edrom Road Rest Area Northbound,,,,-37.20277,149.84526,BEGA VALLEY,South,19.5km South of Eden,PRINCES HIGHWAY,1,2570,A,"0000001,2570,A1",,Right,Class 4 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Counter,,,,,,,TRUE,2,,,,,,,,,,,Northbound,,20250826,,TRUE
168,WILCANNIA,Transport for NSW,1285,Meeks Creek Stopping Bay,,,,-31.70542,143.84894,CENTRAL DARLING,West,42.1km West of Emmdale,BARRIER HIGHWAY,8,215,A,"0000008,0215,A2",Main Carriageway,Left,Green Reflector Sites ,HEAVY VEHICLES ONLY,,,,,,,,,,,,TRUE,,,Prescribed,,,,,,,,0,,,,,,,,,,,Both Directions,,20250826,,
228,FERODALE,Transport for NSW,505,Medowie Road Rest Area,,,Open,-32.66998,151.83492,PORT STEPHENS,North,40km from Newcastle,PACIFIC HIGHWAY,10,1810,C,"0000010,1810,C1",Physical Seperation,Right,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,,TRUE,,,Both,,,,,TRUE,,TRUE,4,,,,,TRUE,,,,,,Both Directions,,20250826,,
393,BIDDON,Transport for NSW,892,Bulga Creek Rest Area,,,,-31.60706,148.75496,GILGANDRA,West,15.8km North of Gilgrandra,NEWELL HIGHWAY,17,2985,A,"0000017,2985,A1",,Left,Class 5 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Prescribed,,,,,,,TRUE,0,,,,,,,,,,,Both Directions,,20250826,,
455,DENILIQUIN,Transport for NSW,3031,Deniliquin Information Bay,,,,-35.55035,144.95769,EDWARD RIVER,South,72km from Echuca(VIC) and 4km to Deniliquin,OCHTERTYRE ST,21,77,A,"0000021,0077,A1",,Left,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,,TRUE,,,Both,,,,,,,,0,,,,,,,,,,,Both Directions,,20250826,,
255,TENANDRA,Transport for NSW,1678,Beemunel Rest Area,,,,-31.6645,147.86018,WARREN,West,78.4km from Gilgrandra (4.63km N Warren),OXLEY HIGHWAY,11,1100,A,"0000011,1100,A1",Physical Seperation,Right,Class 5 Heavy Vehicle Rest Area,HEAVY VEHICLES ONLY,,,,,,,,,,,,TRUE,,,Both,,,,,,,,0,,,,,,,,,,,Both Directions,,20250826,,
477,SCOTIA,Transport for NSW,245,Popiltah Lake Rest Area,,,,-33.06719,141.64336,UNINCORPORATED - FAR WEST AREA,West,128.8km North of Wentworth,SILVER CITY HIGHWAY,22,140,A,"0000022,0140,A2",,Right,Class 5 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,,,TRUE,2,,,,,,,,,,,Both Directions,,20250826,,
327,EUSTON,Transport for NSW,262,Tapalin Rest Area Westbound,,,,-34.53934,142.65282,BALRANALD,West,10km from Euston and  69km to Mildura (VIC),STURT HIGHWAY,14,570,A,"0000014,0570,A1",Main Carriageway,Left,Class 5 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,,,TRUE,0,,,,,,,,,,,Both Directions,,20250826,,
598,BARELLAN,Transport for NSW,1472,Garoolgan Rest Area,,,,-34.25274,146.44951,NARRANDERA,South,45km from Ardlethan and  40km to Griffith,BURLEY GRIFFIN WAY,84,320,A,"0000084,0320,A1",,Right,Class 5 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,,,TRUE,0,,,,,,,,,,,Both Directions,,20250826,,
222,TENTERFIELD,Transport for NSW,1073,Bluff Rock Lookout,,,Open,-29.15465,152.00171,TENTERFIELD,North,79.4km North of Grafton,NEW ENGLAND HIGHWAY,9,1470,A,"0000009,1470,A2",Physical Seperation,Right,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,,TRUE,,,Both,,,,,,TRUE,TRUE,1,,,,,,,,,,,Both Directions,,20250826,,TRUE
636,BOURKE,Transport for NSW,684,Prattenville Rest Area Southbound,,,,-30.23406,145.93364,BOURKE,West,15km South of Bourke,COBAR-NR BOURKE RD,421,120,A,"0000421,0120,A1",Physical Seperation,Right,Class 5 Heavy Vehicle Rest Area,HEAVY VEHICLES ONLY,,,,,,,,,,,,TRUE,,,Both,,,,,,,,0,,,,,,,,,,,Both Directions,,20250826,,
698,POSSUM BRUSH,Transport for NSW,491,Talawahl Creek Rest Area,,,Open,-32.04727,152.44721,MID-COAST,North,151.8km from Newcastle,PACIFIC HIGHWAY,10,1972,C,"0000010,1972,C1",Physical Seperation,Right,Class 4 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,TRUE,TRUE,,,Both,,,,,TRUE,,TRUE,4,,,,,,,,,,,Southbound,,20250826,,TRUE
197,ARDGLEN,Transport for NSW,1682,Nowlands Gap Truck Parking Bay Northbound,,,Open,-31.74004,150.79431,LIVERPOOL PLAINS,North,70km from Muswellbrook,NEW ENGLAND HIGHWAY,9,782,B,"0000009,0782,B1",Physical Seperation,Left,Parking Area Heavy Rest Areas,HEAVY VEHICLES ONLY,,,,,,,,,,,,TRUE,,,Prescribed,,,,,,,,0,,,,,,,,,,,Westbound,,20250826,,
260,JACKADGERY,Transport for NSW,4004,Mann River Caravan Park,,,,-29.57679,152.54956,CLARENCE VALLEY,North,113.7km west of Grafton,GWYDIR HIGHWAY,12,180,A,"0000012,0180,A1",,Left,Class 4 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,,,,Both,,,,,,,,0,,,,,,,,,,,,,20250826,,
350,GILLENBAH,Private,4554,Gillenbah West Service Centre,,,Open,-34.76241,146.53642,NARRANDERA,South,,NEWELL HIGHWAY,17,2240,A,"0000017,2240,A1",Physical Seperation,Left,Service Centre,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Prescribed,,,,,,,,,,,,,,TRUE,TRUE,,,,,,20250826,,
456,DENILIQUIN,Private,4557,Deniliquin West Service Centre,,,Open,-35.53347,144.95085,EDWARD RIVER,South,,HARDINGE ST,21,93,A,"0000021,0093,A1",Physical Seperation,Right,Service Centre,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,,,,,,,,,,TRUE,TRUE,,,,,,20250826,,
489,UARBRY,Transport for NSW,4513,Duffy’s Rest Area,,,Open,-32.06218,149.69755,WARRUMBUNGLE,West,900m west of Blue Springs Road ,SCONE-DUNEDOO RD,27,300,A,"0000027,0300,A1",Main Carriageway,Right,Class 5 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Counter,,,,,,,TRUE,,,,,,,,,,,,,,20250826,,
523,BARMEDMAN,Transport for NSW,1586,Yiddah Truck Parking Bay,,,,-34.03157,147.31787,BLAND,South,51km from Temora and 18km to West Wyalong,GOLDFIELDS WAY,57,160,A,"0000057,0160,A1",Physical Seperation,Right,Parking Area Heavy Rest Areas,HEAVY VEHICLES ONLY,,,,,,,,,,,,TRUE,,,Both,,,,,,,,0,,,,,,,,,,,Both Directions,,20250826,,
18,MENANGLE,Transport for NSW,80,Partridge VC Rest Area Southbound,,,,-34.15711,150.73875,WOLLONDILLY,Greater Sydney,23km South of Campbelltown,HUME HIGHWAY,2,751,B,"0000002,0751,B1",,Left,Class 2 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,,,,Prescribed,,,,,,,TRUE,3,,,,,,,,,,,Southbound,,20250826,,TRUE
613,ROSEWOOD,Other,443,Rosewood Memorial Park,,,,-35.67028,147.86408,SNOWY VALLEYS,South,20km from Tumbarumba and  89km to Wagga Wagga,TUMBARUMBA RD,284,21,A,"0000284,0021,A2",,Right,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,TRUE,TRUE,,,Both,,,,,,,TRUE,2,,,,,,,,,,,Both Directions,,20250826,,TRUE
159,CUBBA,Transport for NSW,1423,Mount Gap Rest Area,,,,-31.54333,145.28043,COBAR,West,51.3km West of Cobar,BARRIER HIGHWAY,8,120,A,"0000008,0120,A3",Main Carriageway,Right,Class 5 Heavy Vehicle Rest Area,HEAVY VEHICLES ONLY,,,,,,,,,,,,TRUE,,,Counter,,,,,,,,0,,,,,,,,,,,Both Directions,,20250826,,
355,ARDLETHAN,Transport for NSW,3020,Ardlethan Rest Area Northbound,,,Open,-34.44743,146.83887,COOLAMON,South,55km from Narrandera and  81km to West Wyalong,NEWELL HIGHWAY,17,2350,A,"0000017,2350,A1",Physical Seperation,Left,Class 4 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Prescribed,,,,,TRUE,,TRUE,2,,,,,,,,,,,Both Directions,,20250826,,TRUE
839,MURULLA,State Forests,1596,Burning Mountain Rest Area,,,Open,-31.85447,150.90124,UPPER HUNTER,North,47km from Muswellbrook,NEW ENGLAND HIGHWAY,9,731,A,"0000009,0731,A4",Physical Seperation,Right,Other Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,TRUE,TRUE,TRUE,2,,,,,,,,,,,Both Directions,,20250826,,
137,NYNGAN,Other,1059,Nyngan Rotary Park,,,,-31.55676,147.18321,BOGAN,West,Nyngan,MITCHELL HIGHWAY,7,1030,A,"0000007,1030,A1",,Left,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,,TRUE,,,Both,,,,,TRUE,TRUE,TRUE,2,,,,,,,,,,,Both Directions,,20250826,,
102,BUMBALDRY,Transport for NSW,854,Bumbaldry Rest Area ,,,,-33.90189,148.46662,WEDDIN,West,29.5km East of Grenfell,MID WESTERN HIGHWAY,6,390,A,"0000006,0390,A1",Physical Seperation,Left,Class 5 Heavy Vehicle Rest Area,HEAVY VEHICLES ONLY,,,,,,,,,,,,TRUE,,,Prescribed,,,,,,TRUE,TRUE,0,,,,,,,,,,,Both Directions,,20250826,,
243,WALCHA,Council,1960,Captain Cook Park,,,,-30.98558,151.59488,WALCHA,North,163.0km West of Wauchope,OXLEY HIGHWAY,11,435,A,"0000011,0435,A1",,Left,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,,TRUE,,,Both,,,,,,,,1,,,,,,,,,,,Eastbound,,20250826,,TRUE
382,TOMINGLEY,Transport for NSW,584,Rays Creek Stopping Bay,,,,-32.40444,148.40167,NARROMINE,West,,NEWELL HIGHWAY,17,2790,A,"0000017,2790,A1",Physical Seperation,Left,Informal Heavy Rest Areas,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Prescribed,,,,,,,,0,,,,,,,,,,,,,20250826,,
180,LITTLE TOPAR,Transport for NSW,1312,Spring Hills Rest Area,,,,-31.72307,142.68559,UNINCORPORATED - FAR WEST AREA,West,74.3km West of Wicannia,BARRIER HIGHWAY,8,330,A,"0000008,0330,A1",,Right,Other Rest Area,Light Vehicle Only,,,,,,,,,,,TRUE,TRUE,,,Both,,,,,,TRUE,TRUE,3,,,,,,,,,,,Both Directions,,20250826,,
526,PARKES,Council,1570,Parkes Lions Park,,,,-33.14259,148.19161,PARKES,West,Parkes East,ORANGE-PARKES RD,61,140,A,"0000061,0140,A2",,Right,Informal Light Rest Areas,Light Vehicle Only,,,,,,,,,,,TRUE,TRUE,,,Both,,,,,TRUE,TRUE,TRUE,4,,,,,,,,,,,Both Directions,,20250826,,
435,LIGHTNING RIDGE,Transport for NSW,1770,Big Emu Rest Area,,,,-29.49362,147.97179,WALGETT,West,5km South of Lightning Ridge turnoff,CASTLEREAGH HIGHWAY,18,3285,A,"0000018,3285,A1",Physical Seperation,Left,Class 4 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,,,TRUE,1,,,,,,,,,,,Both Directions,,20250826,,TRUE
515,BOOROWA,Council,3315,Boorowa Visitor Information Rest Area,,,,-34.43873,148.71591,HILLTOPS,South,,MARSDEN ST,56,60,A,"0000056,0060,A1",,Left,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,,TRUE,,,Both,,,,,,TRUE,TRUE,7,,,,,TRUE,,,,,,Both Directions,,20250826,,
788,DENMAN,Council,1675,Cawsey Park,,,Open,-32.38278,150.69985,MUSWELLBROOK,North,78km from Whittingham,GOLDEN HIGHWAY,27,140,A,"0000027,0140,A3",Physical Seperation,Left,Class 4 Heavy Vehicle Rest Area,Light Vehicle Only,,,,,,,,,,,,TRUE,,,Both,,,,,TRUE,,TRUE,0,,,,,,,,,,,,,20250826,,
486,MERRIWA,Council,1710,Merriwa Rest Area,,,Open,-32.13909,150.34995,UPPER HUNTER,North,0.05km from Merriwa,GOLDEN HIGHWAY (TELFER AVE),27,240,A,"0000027,0240,A2",Physical Seperation,Right,Class 4 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,TRUE,TRUE,TRUE,2,,,,,,,,,,,Both Directions,,20250826,,
445,CHAKOLA,Transport for NSW,373,Numeralla River Rest Area Northbound,,,,-36.07727,149.15957,SNOWY MONARO REGIONAL,South,20km North of Cooma,MONARO HIGHWAY,19,1280,A,"0000019,1280,A2",,Left,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,,TRUE,,,Both,,,,,TRUE,,TRUE,2,,,,,,,,,,,Both Directions,,20250826,,
126,APSLEY,Transport for NSW,1038,Apsley Rest Area,,,,-32.62327,148.94808,DUBBO REGIONAL,West,54.1km from Molong,MITCHELL HIGHWAY,7,470,A,"0000007,0470,A2",Physical Seperation,Right,Class 5 Heavy Vehicle Rest Area,HEAVY VEHICLES ONLY,,,,,,,,,,,,TRUE,,,Both,,,,,,,TRUE,0,,,,,,,,,,,Both Directions,,20250826,,
96,KELSO,Other,1365,Berry Park Bathurst,,,,-33.41714,149.59396,BATHURST REGIONAL,West,57km from Lithgow,GREAT WESTERN HIGHWAY,5,1765,C,"0000005,1765,C1",,Right,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,,TRUE,,,Both,,,,,,TRUE,TRUE,2,,,,,,,,,,,Both Directions,,20250826,,TRUE
65,MUNDARLO,Transport for NSW,120,Deltroit Truck Parking Bay Southbound,,,,-35.17961,147.82624,COOTAMUNDRA-GUNDAGAI REGIONAL,South,30km from Gundagai and 149km to Albury,HUME HIGHWAY,2,1981,B,"0000002,1981,B2",Main Carriageway,Left,Parking Area Heavy Rest Areas,HEAVY VEHICLES ONLY,,,,,,,,,,,,TRUE,,,Prescribed,,,,,,,,0,,,,,,,,,,,Westbound,,20250826,,
443,NIMMITABEL,Transport for NSW,3207,Nimmitabel Truck Parking Bay Southbound,,,,-36.51496,149.28275,SNOWY MONARO REGIONAL,South,At Nimmitabel,BOMBALA ST,19,1170,A,"0000019,1170,A1",Main Carriageway,Left,Parking Area Heavy Rest Areas,HEAVY VEHICLES ONLY,,,,,,,,,,,,,,,Prescribed,,,,,,,,0,,,,,,,,,,,Both Directions,,20250826,,
119,HAY,Transport for NSW,1256,Sturts Marked Tree Truck Parking Area,,,,-34.49043,144.87727,HAY,South,251km from West Wyalong and  4km to Hay,MID WESTERN HIGHWAY,6,840,A,"0000006,0840,A1",Physical Seperation,Right,Class 5 Heavy Vehicle Rest Area,HEAVY VEHICLES ONLY,,,,,,,,,,,,TRUE,,,Both,,,,,,,,0,,,,,,,,,,,Both Directions,,20250826,,
548,DORRIGO,Council,1884,Dome Road Rest Area,,,,-30.3561,152.718,BELLINGEN,North,26.9km West of Bellingen,WATERFALL WAY,76,60,A,"0000076,0060,A1",,Right,Informal Heavy Rest Areas,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,,,,Counter,,,,,,,,0,,,,,,,,,,,,,20250826,,
602,LAUREL HILL,National Parks and Wildlife Service,3133,Lochinvar Forest Park,,,,-35.60995,148.09305,SNOWY VALLEYS,South,22km from Tumbarumba and 47Kkm to Tumut,BATLOW RD,85,90,A,"0000085,0090,A1",,Left,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,,TRUE,,,Both,,,,,,TRUE,TRUE,1,,,,,,,,,,,Southbound,,20250826,,
806,WOODBURN,Council,1902,Woodburn Riverside Park,,,,-29.07149,153.34308,RICHMOND VALLEY,North,92.8km North of Grafton,RIVER STREET,,3020,A,"3890010,3020,A1",,Left,Other Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Prescribed,,,,,,,TRUE,7,,,,,,,,,,,Northbound,,20250826,,
830,SANDY HILL,Transport for NSW,622,Clear Creek Stopping Bay,,,Open,-28.93482,152.21989,TENTERFIELD,North,98km West of Casino,BRUXNER HIGHWAY,16,430,A,"0000016,0430,A2",Main Carriageway,Right,Informal Light Rest Areas,Light Vehicle Only,,,,,,,,,,,,TRUE,,,Counter,,,,,,,,0,,,,,,,,,,,Both Directions,,20250826,,
556,EBOR,National Parks and Wildlife Service,983,Ebor Falls Lookout,,,,-30.4066,152.34565,ARMIDALE REGIONAL,North,47.2km West of Dorrigo (1km West of Ebor),WATERFALL WAY,76,175,A,"0000076,0175,A1",,Right,Informal Light Rest Areas,Light Vehicle Only,,,,,,,,,,,,TRUE,,,Both,,,,,,TRUE,TRUE,2,,,,,,,,,,,Eastbound,,20250826,,
800,HALFWAY CREEK,Private,4019,Halfway Creek Service Centre Southbound,,,Open,-29.93466,153.09455,CLARENCE VALLEY,North,51km from Coffs Harbour,Pacific Highway,10,2649,C,"0000010,2649,C1",Physical Seperation,Right,Service Centre,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,,,TRUE,2,,,,,,TRUE,TRUE,,,,Both Directions,,20250826,,
716,COOTAMUNDRA,Private,4551,Cootamundra Service Centre,,,Open,-34.63037,148.04104,COOTAMUNDRA-GUNDAGAI REGIONAL,South,,YASS ROAD,78,450,A,"0000078,0450,A4",Physical Seperation,Left,Service Centre,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,,,,,,,,,,TRUE,TRUE,,,,,,20250826,,
249,WOOLBROOK,Council,1159,Cattleyards Rest Area,,,,-30.89274,151.27248,TAMWORTH REGIONAL,North,36.3km West of Walcha,OXLEY HIGHWAY,11,511,A,"0000011,0511,A1",,Left,Informal Heavy Rest Areas,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,,,,Prescribed,,,,,,,,0,,,,,,,,,,,,,20250826,,
657,YARRAGUNDRY,Transport for NSW,207,Yarragundry Stopping Bay Westbound,,,Open,-35.10109,147.17771,WAGGA WAGGA,South,19km from Wagga Wagga and  78km to Narrandera,STURT HIGHWAY,14,131,A,"0000014,0131,A2",Main Carriageway,Left,Informal Heavy Rest Areas,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,TRUE,,TRUE,0,,,,,,,,,,,Both Directions,,20250826,,
512,CROOKWELL,Council,1276,Crookwell River Rest Area,,,,-34.4549,149.46514,UPPER LACHLAN SHIRE,South,0.5km West of Crookwell,CARRINGTON ST,54,95,A,"0000054,0095,A1",,Right,Class 5 Heavy Vehicle Rest Area,Light Vehicle Only,,,,,,,,,,,,TRUE,,,Both,,,,,,TRUE,TRUE,0,,,,,,,,,,,Both Directions,,20250826,,
328,EUSTON,Transport for NSW,263,Tapalin Rest Area Eastbound,,,Open,-34.53893,142.65197,BALRANALD,West,10km from Euston and 69km to Mildura (VIC),STURT HIGHWAY,14,570,A,"0000014,0570,A1",Main Carriageway,Right,Class 5 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,TRUE,,TRUE,0,,,,,,,,,,,Both Directions,,20250826,,
693,MOLONG,Transport for NSW,1029,Copper Hill Rest Area,,,,-33.0555,148.86221,CABONNE,West,39km from Orange,WELLINGTON RD,7,405,A,"0000007,0405,A1",,Left,Class 5 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,,,,0,,,,,,,,,,,Both Directions,,20250826,,
122,BELGRAVIA,Transport for NSW,1028,Gamboola Rest Area,,,,-33.16291,149.01005,CABONNE,West,13.3km from Orange,MOLONG RD,7,270,A,"0000007,0270,A2",,Left,Class 4 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,TRUE,,TRUE,2,,,,,,,,,,,Both Directions,,20250826,,TRUE
250,SOMERTON,Transport for NSW,1163,Somerton Stopping Bay Westbound ,,,Open,-30.95556,150.52966,TAMWORTH REGIONAL,North,10km West of Somerton,OXLEY HIGHWAY,11,670,A,"0000011,0670,A2",Physical Seperation,Left,Informal Heavy Rest Areas,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Prescribed,,,,,,,,0,,,,,,,,,,,Both Directions,,20250826,,
90,GLENBROOK,Transport for NSW,938,Glenbrook Oval Stopping Bay,,,,-33.76489,150.62336,BLUE MOUNTAINS,West,22km from Fish River bridge,GREAT WESTERN HWY,5,1190,B,"0000005,1190,B2",,Right,Informal Light Rest Areas,Light Vehicle Only,,,,,,,,,,,,TRUE,,,Counter,,,,,,,,0,,,,,,,,,,,Eastbound,,20250826,,
596,BARELLAN,Council,3405,Barellan Rest Area,,,Open,-34.28483,146.57331,NARRANDERA,South,32km from Ardlethan and 52km to Griffith,BURLEY GRIFFIN WAY,84,310,A,"0000084,0310,A1",Main Carriageway,Right,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,,TRUE,,,Counter,,,,,,,,4,,,,,,,,,,,,,20250826,,
434,WINGADEE,Transport for NSW,1620,Wingadee Rest Area,,,,-30.46798,148.19451,COONAMBLE,West,62.5km North of Coonamble (Aberford St),CASTLEREAGH HIGHWAY,18,3180,A,"0000018,3180,A1",,Left,Class 4 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,,,TRUE,1,,,,,,,,,,,Both Directions,,20250826,,TRUE
84,BEMBOKA,National Parks and Wildlife Service,365,Fred Pipers Lookout Brown Mountain,,,,-36.59724,149.44439,BEGA VALLEY,South,15km West of Bemboka,SNOWY MOUNTAINS HIGHWAY,4,170,A,"0000004,0170,A2",,Left,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,,TRUE,,,Both,,,,,,,TRUE,2,,,,,,,,,,,Both Directions,,20250826,,TRUE
452,MOAMA,Transport for NSW,1207,Eleven Mile Rest Area,,,,-35.97319,144.85648,MURRAY RIVER,South,22km from Echuca (VIC) and  55km to Deniliquin,COBB HIGHWAY,21,40,A,"0000021,0040,A1",Physical Seperation,Left,Class 5 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,,,,0,,,,,,,,,,,Both Directions,,20250826,,
363,GILGANDRA,Private,4531,Gilgandra South Service Centre,,,Open,-31.72564,148.65363,GILGANDRA,West,,NEWELL HIGHWAY,17,2940,A,"0000017,2940,A2",Physical Seperation,Right,Service Centre,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,,,,,,,,,,TRUE,TRUE,,,,,,20250826,,
610,BILPIN,Council,872,Bilpin Reserve,,,,-33.49628,150.51733,HAWKESBURY,Greater Sydney,48.4km from Lithgow,BELLS LINE OF RD,184,471,A,"0000184,0471,A1",,Right,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,TRUE,TRUE,,,Both,,,,,,TRUE,TRUE,2,,,,,,,,,,,Both Directions,,20250826,,
722,SOUTH GUNDAGAI,Private,4537,South Gundagai Service Centre,,,Open,-35.08148,148.09461,COOTAMUNDRA-GUNDAGAI REGIONAL,South,,HUME HIGHWAY-OFFLOAD RAMP-STH BND- MIDDLE ST (MR279),2,1938,K,"0000002,1938,K3",Physical Seperation,Left,Service Centre,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,,,TRUE,,,,,,,TRUE,TRUE,,,,,,20250826,,
790,URUNGA,Council,532,Joy Mitchell Park,,,,-30.49424,153.01467,BELLINGEN,North,83.6km North of Kempsey,PACIFIC HIGHWAY,,2441,A,"0330010,2441,A2",,Left,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,,TRUE,,,Both,,,,,,TRUE,TRUE,0,,,,,,,,,,,Both Directions,,20250826,,
